Notes	2013 Urbanization	2013 Urbanization Code	Infant Age Groups	Infant Age Groups Code	UCD - ICD-10 130 Cause List (Infants)	UCD - ICD-10 130 Cause List (Infants) Code	Deaths	Population	Crude Rate
	Large Fringe Metro	2	1-6 days	1-6d	Other respiratory conditions originating in the perinatal period (P23-P28)	GR130-097	1133	16098751	0.1
	Large Fringe Metro	2	1-6 days	1-6d	#Congenital pneumonia (P23)	GR130-098	41	16098751	0
	Large Fringe Metro	2	1-6 days	1-6d	#Neonatal aspiration syndromes (P24)	GR130-099	57	16098751	0
	Large Fringe Metro	2	1-6 days	1-6d	#Interstitial emphysema and related conditions originating in the perinatal period (P25)	GR130-100	179	16098751	0
	Large Fringe Metro	2	1-6 days	1-6d	#Pulmonary hemorrhage originating in the perinatal period (P26)	GR130-101	573	16098751	0
	Large Fringe Metro	2	1-6 days	1-6d	#Atelectasis (P28.0-P28.1)	GR130-103	235	16098751	0
	Large Fringe Metro	2	1-6 days	1-6d	All other respiratory conditions originating in the perinatal period (P28.2-P28.9)	GR130-104	45	16098751	0
	Large Fringe Metro	2	1-6 days	1-6d	Infections specific to the perinatal period (P35-P39)	GR130-105	689	16098751	0
	Large Fringe Metro	2	1-6 days	1-6d	#Bacterial sepsis of newborn (P36)	GR130-106	620	16098751	0
	Large Fringe Metro	2	1-6 days	1-6d	"All other infections specific to the perinatal period (P35,P37,P39)"	GR130-108	69	16098751	0
	Large Fringe Metro	2	1-6 days	1-6d	Hemorrhagic and hematological disorders of newborn (P50-P61)	GR130-109	1216	16098751	0.1
	Large Fringe Metro	2	1-6 days	1-6d	"#Neonatal hemorrhage (P50-P52,P54)"	GR130-110	1054	16098751	0.1
	Large Fringe Metro	2	1-6 days	1-6d	#Hemolytic disease of newborn due to isoimmunization and other perinatal jaundice (P55-P59)	GR130-112	13	16098751	Unreliable
	Large Fringe Metro	2	1-6 days	1-6d	#Hematological disorders (P60-P61)	GR130-113	148	16098751	0
	Large Fringe Metro	2	1-6 days	1-6d	#Necrotizing enterocolitis of newborn (P77)	GR130-115	110	16098751	0
	Large Fringe Metro	2	1-6 days	1-6d	#Hydrops fetalis not due to hemolytic disease (P83.2)	GR130-116	166	16098751	0
	Large Fringe Metro	2	1-6 days	1-6d	"Other perinatal conditions (P29,P70.3-P70.9,P71-P76,P78-P81,P83.0-P83.1,P83.3-P83.9,P90-P96)"	GR130-117	1081	16098751	0.1
	Large Fringe Metro	2	1-6 days	1-6d	"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"	GR130-118	3093	16098751	0.2
	Large Fringe Metro	2	1-6 days	1-6d	Anencephaly and similar malformations (Q00)	GR130-119	169	16098751	0
	Large Fringe Metro	2	1-6 days	1-6d	Congenital hydrocephalus (Q03)	GR130-120	43	16098751	0
	Large Fringe Metro	2	1-6 days	1-6d	Spina bifida (Q05)	GR130-121	13	16098751	Unreliable
	Large Fringe Metro	2	1-6 days	1-6d	"Other congenital malformations of nervous system (Q01-Q02,Q04,Q06-Q07)"	GR130-122	149	16098751	0
	Large Fringe Metro	2	1-6 days	1-6d	Congenital malformations of heart (Q20-Q24)	GR130-123	661	16098751	0
	Large Fringe Metro	2	1-6 days	1-6d	Other congenital malformations of circulatory system (Q25-Q28)	GR130-124	178	16098751	0
	Large Fringe Metro	2	1-6 days	1-6d	Congenital malformations of respiratory system (Q30-Q34)	GR130-125	338	16098751	0
	Large Fringe Metro	2	1-6 days	1-6d	Congenital malformations of digestive system (Q35-Q45)	GR130-126	34	16098751	0
	Large Fringe Metro	2	1-6 days	1-6d	Congenital malformations of genitourinary system (Q50-Q64)	GR130-127	240	16098751	0
	Large Fringe Metro	2	1-6 days	1-6d	"Congenital malformations and deformations of musculoskeletal system, limbs and integument (Q65-Q85)"	GR130-128	277	16098751	0
	Large Fringe Metro	2	1-6 days	1-6d	Down's syndrome (Q90)	GR130-129	30	16098751	0
	Large Fringe Metro	2	1-6 days	1-6d	Edward's syndrome (Q91.0-Q91.3)	GR130-130	417	16098751	0
	Large Fringe Metro	2	1-6 days	1-6d	Patau's syndrome (Q91.4-Q91.7)	GR130-131	264	16098751	0
	Large Fringe Metro	2	1-6 days	1-6d	"Other congenital malformations and deformations (Q10-Q18,Q86-Q89)"	GR130-132	189	16098751	0
	Large Fringe Metro	2	1-6 days	1-6d	"Other chromosomal abnormalities, not elsewhere classified (Q92-Q99)"	GR130-133	91	16098751	0
	Large Fringe Metro	2	1-6 days	1-6d	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	GR130-134	192	16098751	0
	Large Fringe Metro	2	1-6 days	1-6d	#Sudden infant death syndrome (R95)	GR130-135	68	16098751	0
	Large Fringe Metro	2	1-6 days	1-6d	"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R53,R55-R94,R96-R99)"	GR130-136	124	16098751	0
	Large Fringe Metro	2	1-6 days	1-6d	"External causes of mortality (*U01,V01-Y84)"	GR130-138	104	16098751	0
	Large Fringe Metro	2	1-6 days	1-6d	#Accidents (unintentional injuries) (V01-X59)	GR130-139	65	16098751	0
	Large Fringe Metro	2	1-6 days	1-6d	Accidental suffocation and strangulation in bed (W75)	GR130-146	34	16098751	0
	Large Fringe Metro	2	1-6 days	1-6d	"Other and unspecified accidents (W20-W31,W35-W64,W85-W99,X10-X39,X50-X59)"	GR130-151	10	16098751	Unreliable
	Large Fringe Metro	2	1-6 days	1-6d	"#Assault (homicide) (*U01,X85-Y09)"	GR130-152	30	16098751	0
	Large Fringe Metro	2	1-6 days	1-6d	"Assault (homicide) by hanging, strangulation and suffocation (X91)"	GR130-153	11	16098751	Unreliable
	Large Fringe Metro	2	1-6 days	1-6d	"Assault (homicide) by other and unspecified means (*U01.0-*U01.3,*U01.5-*U01.9,X85-X90,X92,X96-X99,Y00-Y05,Y08-Y09)"	GR130-156	11	16098751	Unreliable
	Large Fringe Metro	2	7-27 days	7-27d	Certain infectious and parasitic diseases (A00-B99)	GR130-001	112	16098751	0
	Large Fringe Metro	2	7-27 days	7-27d	Viral diseases (A80-B34)	GR130-012	68	16098751	0
	Large Fringe Metro	2	7-27 days	7-27d	"Other and unspecified viral diseases (A81-B00,B02-B04,B06-B19,B25,B27-B34)"	GR130-018	66	16098751	0
	Large Fringe Metro	2	7-27 days	7-27d	"All other and unspecified infectious and parasitic diseases (A20-A32,A38,A42-A49,A51-A53,A55-A79,B35-B36,B38-B49,B55-B58,B60-B99)"	GR130-022	21	16098751	0
	Large Fringe Metro	2	7-27 days	7-27d	Neoplasms (C00-D48)	GR130-023	48	16098751	0
	Large Fringe Metro	2	7-27 days	7-27d	#Malignant neoplasms (C00-C97)	GR130-024	22	16098751	0
	Large Fringe Metro	2	7-27 days	7-27d	"Other and unspecified malignant neoplasms (C00-C80,C88,C90,C96-C97)"	GR130-027	19	16098751	Unreliable
	Large Fringe Metro	2	7-27 days	7-27d	"#In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior (D00-D48)"	GR130-028	26	16098751	0
	Large Fringe Metro	2	7-27 days	7-27d	#Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D50-D89)	GR130-029	42	16098751	0
	Large Fringe Metro	2	7-27 days	7-27d	Hemorrhagic conditions and other diseases of blood and blood-forming organs (D65-D76)	GR130-031	36	16098751	0
	Large Fringe Metro	2	7-27 days	7-27d	"Endocrine, nutritional and metabolic diseases (E00-E88)"	GR130-033	118	16098751	0
	Large Fringe Metro	2	7-27 days	7-27d	"#Volume depletion, disorders of fluid, electrolyte and acid-base balance (E86-E87)"	GR130-037	25	16098751	0
	Large Fringe Metro	2	7-27 days	7-27d	"All other endocrine, nutritional and metabolic diseases (E00-E32,E34.0-E34.2,E34.4-E34.9,E65-E83,E85,E88)"	GR130-038	86	16098751	0
	Large Fringe Metro	2	7-27 days	7-27d	Diseases of the nervous system (G00-G98)	GR130-039	139	16098751	0
	Large Fringe Metro	2	7-27 days	7-27d	"#Meningitis (G00,G03)"	GR130-040	32	16098751	0
	Large Fringe Metro	2	7-27 days	7-27d	"Other diseases of nervous system (G04,G06-G11,G12.1-G12.9,G20-G72,G81-G92,G93.0,G93.2-G93.9,G95-G98)"	GR130-044	99	16098751	0
	Large Fringe Metro	2	7-27 days	7-27d	#Diseases of the circulatory system (I00-I99)	GR130-046	250	16098751	0
	Large Fringe Metro	2	7-27 days	7-27d	Pulmonary heart disease and diseases of pulmonary circulation (I26-I28)	GR130-047	68	16098751	0
	Large Fringe Metro	2	7-27 days	7-27d	Cardiomyopathy (I42)	GR130-049	65	16098751	0
	Large Fringe Metro	2	7-27 days	7-27d	Cerebrovascular diseases (I60-I69)	GR130-051	27	16098751	0
	Large Fringe Metro	2	7-27 days	7-27d	"All other diseases of circulatory system (I00-I25,I31,I34-I38,I44-I45,I47-I51,I70-I99)"	GR130-052	82	16098751	0
	Large Fringe Metro	2	7-27 days	7-27d	"Diseases of the respiratory system (J00-J98,U04)"	GR130-053	60	16098751	0
	Large Fringe Metro	2	7-27 days	7-27d	#Influenza and pneumonia (J09-J18)	GR130-055	24	16098751	0
	Large Fringe Metro	2	7-27 days	7-27d	Pneumonia (J12-J18)	GR130-057	20	16098751	0
	Large Fringe Metro	2	7-27 days	7-27d	"Other and unspecified diseases of respiratory system (J22,J30-J39,J43-J44,J47-J68,J70-J98,U04)"	GR130-062	31	16098751	0
	Large Fringe Metro	2	7-27 days	7-27d	Diseases of the digestive system (K00-K92)	GR130-063	138	16098751	0
	Large Fringe Metro	2	7-27 days	7-27d	"#Gastritis, duodenitis, and noninfective enteritis and colitis (K29,K50-K55)"	GR130-064	45	16098751	0
	Large Fringe Metro	2	7-27 days	7-27d	"#Hernia of abdominal cavity and intestinal obstruction without hernia (K40-K46,K56)"	GR130-065	26	16098751	0
	Large Fringe Metro	2	7-27 days	7-27d	"All other and unspecified diseases of digestive system (K00-K28,K30-K38,K57-K92)"	GR130-066	67	16098751	0
	Large Fringe Metro	2	7-27 days	7-27d	Diseases of the genitourinary system (N00-N95)	GR130-067	149	16098751	0
	Large Fringe Metro	2	7-27 days	7-27d	"#Renal failure and other disorders of kidney (N17-N19,N25,N27)"	GR130-068	135	16098751	0
	Large Fringe Metro	2	7-27 days	7-27d	"Other and unspecified diseases of genitourinary system (N00-N15,N20-N23,N26,N28-N95)"	GR130-069	14	16098751	Unreliable
	Large Fringe Metro	2	7-27 days	7-27d	Certain conditions originating in the perinatal period (P00-P96)	GR130-070	6912	16098751	0.4
	Large Fringe Metro	2	7-27 days	7-27d	"Newborn affected by maternal factors and by complications of pregnancy, labor and delivery (P00-P04)"	GR130-071	309	16098751	0
	Large Fringe Metro	2	7-27 days	7-27d	#Newborn affected by maternal hypertensive disorders (P00.0)	GR130-072	26	16098751	0
	Large Fringe Metro	2	7-27 days	7-27d	#Newborn affected by other maternal conditions which may be unrelated to present pregnancy (P00.1-P00.9)	GR130-073	26	16098751	0
	Large Fringe Metro	2	7-27 days	7-27d	#Newborn affected by maternal complications of pregnancy (P01)	GR130-074	81	16098751	0
	Large Fringe Metro	2	7-27 days	7-27d	Newborn affected by premature rupture of membranes (P01.1)	GR130-076	28	16098751	0
	Large Fringe Metro	2	7-27 days	7-27d	Newborn affected by multiple pregnancy (P01.5)	GR130-077	30	16098751	0
	Large Fringe Metro	2	7-27 days	7-27d	"Newborn affected by other maternal complications of pregnancy (P01.2-P01.4,P01.6-P01.9)"	GR130-078	15	16098751	Unreliable
	Large Fringe Metro	2	7-27 days	7-27d	"#Newborn affected by complications of placenta, cord and membranes (P02)"	GR130-079	152	16098751	0
	Large Fringe Metro	2	7-27 days	7-27d	Newborn affected by complications involving placenta (P02.0-P02.3)	GR130-080	94	16098751	0
	Large Fringe Metro	2	7-27 days	7-27d	Newborn affected by complications involving cord (P02.4-P02.6)	GR130-081	22	16098751	0
	Large Fringe Metro	2	7-27 days	7-27d	Newborn affected by chorioamnionitis (P02.7)	GR130-082	36	16098751	0
	Large Fringe Metro	2	7-27 days	7-27d	#Newborn affected by other complications of labor and delivery (P03)	GR130-084	17	16098751	Unreliable
	Large Fringe Metro	2	7-27 days	7-27d	Disorders related to length of gestation and fetal malnutrition (P05-P08)	GR130-086	508	16098751	0
	Large Fringe Metro	2	7-27 days	7-27d	#Slow fetal growth and fetal malnutrition (P05)	GR130-087	70	16098751	0
	Large Fringe Metro	2	7-27 days	7-27d	"#Disorders related to short gestation and low birth weight, not elsewhere classified (P07)"	GR130-088	438	16098751	0
	Large Fringe Metro	2	7-27 days	7-27d	"Extremely low birth weight or extreme immaturity (P07.0,P07.2)"	GR130-089	374	16098751	0
	Large Fringe Metro	2	7-27 days	7-27d	"Other low birth weight or preterm (P07.1,P07.3)"	GR130-090	64	16098751	0
	Large Fringe Metro	2	7-27 days	7-27d	#Birth trauma (P10-P15)	GR130-092	41	16098751	0
	Large Fringe Metro	2	7-27 days	7-27d	#Intrauterine hypoxia and birth asphyxia (P20-P21)	GR130-093	319	16098751	0
	Large Fringe Metro	2	7-27 days	7-27d	Intrauterine hypoxia (P20)	GR130-094	96	16098751	0
	Large Fringe Metro	2	7-27 days	7-27d	Birth asphyxia (P21)	GR130-095	223	16098751	0
	Large Fringe Metro	2	7-27 days	7-27d	#Respiratory distress of newborn (P22)	GR130-096	514	16098751	0
	Large Fringe Metro	2	7-27 days	7-27d	Other respiratory conditions originating in the perinatal period (P23-P28)	GR130-097	780	16098751	0
	Large Fringe Metro	2	7-27 days	7-27d	#Congenital pneumonia (P23)	GR130-098	136	16098751	0
	Large Fringe Metro	2	7-27 days	7-27d	#Neonatal aspiration syndromes (P24)	GR130-099	33	16098751	0
	Large Fringe Metro	2	7-27 days	7-27d	#Interstitial emphysema and related conditions originating in the perinatal period (P25)	GR130-100	189	16098751	0
	Large Fringe Metro	2	7-27 days	7-27d	#Pulmonary hemorrhage originating in the perinatal period (P26)	GR130-101	127	16098751	0
	Large Fringe Metro	2	7-27 days	7-27d	#Chronic respiratory disease originating in the perinatal period (P27)	GR130-102	110	16098751	0
	Large Fringe Metro	2	7-27 days	7-27d	#Atelectasis (P28.0-P28.1)	GR130-103	93	16098751	0
	Large Fringe Metro	2	7-27 days	7-27d	All other respiratory conditions originating in the perinatal period (P28.2-P28.9)	GR130-104	92	16098751	0
	Large Fringe Metro	2	7-27 days	7-27d	Infections specific to the perinatal period (P35-P39)	GR130-105	1604	16098751	0.1
	Large Fringe Metro	2	7-27 days	7-27d	#Bacterial sepsis of newborn (P36)	GR130-106	1300	16098751	0.1
	Large Fringe Metro	2	7-27 days	7-27d	"All other infections specific to the perinatal period (P35,P37,P39)"	GR130-108	302	16098751	0
	Large Fringe Metro	2	7-27 days	7-27d	Hemorrhagic and hematological disorders of newborn (P50-P61)	GR130-109	620	16098751	0
	Large Fringe Metro	2	7-27 days	7-27d	"#Neonatal hemorrhage (P50-P52,P54)"	GR130-110	527	16098751	0
	Large Fringe Metro	2	7-27 days	7-27d	#Hemolytic disease of newborn due to isoimmunization and other perinatal jaundice (P55-P59)	GR130-112	14	16098751	Unreliable
	Large Fringe Metro	2	7-27 days	7-27d	#Hematological disorders (P60-P61)	GR130-113	78	16098751	0
	Large Fringe Metro	2	7-27 days	7-27d	#Necrotizing enterocolitis of newborn (P77)	GR130-115	1203	16098751	0.1
	Large Fringe Metro	2	7-27 days	7-27d	#Hydrops fetalis not due to hemolytic disease (P83.2)	GR130-116	82	16098751	0
	Large Fringe Metro	2	7-27 days	7-27d	"Other perinatal conditions (P29,P70.3-P70.9,P71-P76,P78-P81,P83.0-P83.1,P83.3-P83.9,P90-P96)"	GR130-117	926	16098751	0.1
	Large Fringe Metro	2	7-27 days	7-27d	"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"	GR130-118	3139	16098751	0.2
	Large Fringe Metro	2	7-27 days	7-27d	Anencephaly and similar malformations (Q00)	GR130-119	33	16098751	0
	Large Fringe Metro	2	7-27 days	7-27d	Congenital hydrocephalus (Q03)	GR130-120	61	16098751	0
	Large Fringe Metro	2	7-27 days	7-27d	"Other congenital malformations of nervous system (Q01-Q02,Q04,Q06-Q07)"	GR130-122	173	16098751	0
	Large Fringe Metro	2	7-27 days	7-27d	Congenital malformations of heart (Q20-Q24)	GR130-123	1183	16098751	0.1
	Large Fringe Metro	2	7-27 days	7-27d	Other congenital malformations of circulatory system (Q25-Q28)	GR130-124	238	16098751	0
	Large Fringe Metro	2	7-27 days	7-27d	Congenital malformations of respiratory system (Q30-Q34)	GR130-125	127	16098751	0
	Large Fringe Metro	2	7-27 days	7-27d	Congenital malformations of digestive system (Q35-Q45)	GR130-126	46	16098751	0
	Large Fringe Metro	2	7-27 days	7-27d	Congenital malformations of genitourinary system (Q50-Q64)	GR130-127	68	16098751	0
	Large Fringe Metro	2	7-27 days	7-27d	"Congenital malformations and deformations of musculoskeletal system, limbs and integument (Q65-Q85)"	GR130-128	371	16098751	0
	Large Fringe Metro	2	7-27 days	7-27d	Down's syndrome (Q90)	GR130-129	56	16098751	0
	Large Fringe Metro	2	7-27 days	7-27d	Edward's syndrome (Q91.0-Q91.3)	GR130-130	336	16098751	0
	Large Fringe Metro	2	7-27 days	7-27d	Patau's syndrome (Q91.4-Q91.7)	GR130-131	180	16098751	0
	Large Fringe Metro	2	7-27 days	7-27d	"Other congenital malformations and deformations (Q10-Q18,Q86-Q89)"	GR130-132	159	16098751	0
	Large Fringe Metro	2	7-27 days	7-27d	"Other chromosomal abnormalities, not elsewhere classified (Q92-Q99)"	GR130-133	101	16098751	0
	Large Fringe Metro	2	7-27 days	7-27d	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	GR130-134	808	16098751	0.1
	Large Fringe Metro	2	7-27 days	7-27d	#Sudden infant death syndrome (R95)	GR130-135	493	16098751	0
	Large Fringe Metro	2	7-27 days	7-27d	"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R53,R55-R94,R96-R99)"	GR130-136	315	16098751	0
	Large Fringe Metro	2	7-27 days	7-27d	"All other diseases (F00-F99,H00-H57,L00-M99)"	GR130-137	12	16098751	Unreliable
	Large Fringe Metro	2	7-27 days	7-27d	"External causes of mortality (*U01,V01-Y84)"	GR130-138	292	16098751	0
	Large Fringe Metro	2	7-27 days	7-27d	#Accidents (unintentional injuries) (V01-X59)	GR130-139	252	16098751	0
	Large Fringe Metro	2	7-27 days	7-27d	Accidental suffocation and strangulation in bed (W75)	GR130-146	182	16098751	0
	Large Fringe Metro	2	7-27 days	7-27d	"Other accidental suffocation and strangulation (W76-W77,W81-W84)"	GR130-147	31	16098751	0
	Large Fringe Metro	2	7-27 days	7-27d	"Other and unspecified accidents (W20-W31,W35-W64,W85-W99,X10-X39,X50-X59)"	GR130-151	12	16098751	Unreliable
	Large Fringe Metro	2	7-27 days	7-27d	"#Assault (homicide) (*U01,X85-Y09)"	GR130-152	24	16098751	0
	Large Fringe Metro	2	7-27 days	7-27d	"Assault (homicide) by other and unspecified means (*U01.0-*U01.3,*U01.5-*U01.9,X85-X90,X92,X96-X99,Y00-Y05,Y08-Y09)"	GR130-156	18	16098751	Unreliable
	Large Fringe Metro	2	28-364 days	28-364d	Certain infectious and parasitic diseases (A00-B99)	GR130-001	1717	16098751	0.1
	Large Fringe Metro	2	28-364 days	28-364d	Certain intestinal infectious diseases (A00-A08)	GR130-002	32	16098751	0
	Large Fringe Metro	2	28-364 days	28-364d	#Diarrhea and gastroenteritis of infectious origin (A09)	GR130-003	379	16098751	0
	Large Fringe Metro	2	28-364 days	28-364d	#Whooping cough (A37)	GR130-007	28	16098751	0
	Large Fringe Metro	2	28-364 days	28-364d	#Meningococcal infection (A39)	GR130-008	36	16098751	0
	Large Fringe Metro	2	28-364 days	28-364d	#Septicemia (A40-A41)	GR130-009	849	16098751	0.1
	Large Fringe Metro	2	28-364 days	28-364d	Viral diseases (A80-B34)	GR130-012	268	16098751	0
	Large Fringe Metro	2	28-364 days	28-364d	"Other and unspecified viral diseases (A81-B00,B02-B04,B06-B19,B25,B27-B34)"	GR130-018	259	16098751	0
	Large Fringe Metro	2	28-364 days	28-364d	#Candidiasis (B37)	GR130-019	43	16098751	0
	Large Fringe Metro	2	28-364 days	28-364d	"All other and unspecified infectious and parasitic diseases (A20-A32,A38,A42-A49,A51-A53,A55-A79,B35-B36,B38-B49,B55-B58,B60-B99)"	GR130-022	71	16098751	0
	Large Fringe Metro	2	28-364 days	28-364d	Neoplasms (C00-D48)	GR130-023	334	16098751	0
	Large Fringe Metro	2	28-364 days	28-364d	#Malignant neoplasms (C00-C97)	GR130-024	211	16098751	0
	Large Fringe Metro	2	28-364 days	28-364d	Leukemia (C91-C95)	GR130-026	86	16098751	0
